"Story","Title","Result","Date","Stability","Duration (s)"
"Como usuario del aplicativo","03 - como usuario necesito crear una reserva exitosa","SUCCESS","2023-01-05T10:53:20.3404382-05:00[America/Bogota]","0.0","4.15"
